Date;IT;EXOG1;EXOG2
2015-09-02;155,147838;23,34;9,64
2015-09-03;155,4912828;22,89;9,27
2015-09-04;144,3981679;22,29;9,6
2015-09-05;108,8211894;18,71;10,79
2015-09-06;97,08110326;19,88;10,83
2015-09-07;142,9757298;19,47;10,45
2015-09-08;146,3972394;19,41;11,1
2015-09-09;147,1053195;18,4;11,29
2015-09-10;148,3940098;18,32;11,19
2015-09-11;142,8032302;18,86;8,51
2015-09-12;108,2045066;20,14;9,51
2015-09-13;101,5328469;20,61;10,69
2015-09-14;142,6281191;22,01;14,45
2015-09-15;146,879057;22,09;11,11
2015-09-16;152,3963525;23,28;12,43
2015-09-17;155,4265953;23,99;12,76
2015-09-18;147,9234899;23,13;9,71
2015-09-19;112,3573206;21,18;9,73
2015-09-20;96,38152925;19,39;13,48
2015-09-21;132,9040534;18,75;13,32
2015-09-22;157,1315553;18,37;10,66
2015-09-23;154,6190909;17,26;12,8
2015-09-24;154,8893879;16,3;12,52
2015-09-25;139,4947274;16,99;9,31
2015-09-26;110,2614751;17,32;10,57
2015-09-27;104,5421909;17,19;12,16
2015-09-28;146,4085396;16,62;14,43
2015-09-29;148,0508449;16,19;14,01
2015-09-30;148,7973627;15,75;13,77
2015-10-01;114,8379048;15,17;15,13
2015-10-02;158,0853783;16,49;12,71
2015-10-03;113,9459569;17,27;8,79
2015-10-04;107,7361229;17,65;9,46
2015-10-05;140,6576408;18,26;8,34
2015-10-06;148,1597721;18,72;9,3
2015-10-07;141,8518432;18,24;12,22
2015-10-08;138,3553483;17,3;8,78
2015-10-09;146,8434349;16,58;9,04
2015-10-10;110,2267583;15,82;15,88
2015-10-11;121,6574086;15,57;14,5
2015-10-12;136,1751457;15,23;8,72
2015-10-13;147,4701879;15,98;10,22
2015-10-14;163,334857;16,06;13,39
2015-10-15;171,8163538;14,43;13,45
2015-10-16;171,786146;12,86;10,51
2015-10-17;143,1055364;13,34;7,35
2015-10-18;134,4647092;14,05;7,44
2015-10-19;178,9174141;14,76;9,03
2015-10-20;177,1916782;13,6;9,71
2015-10-21;189,7961935;12,7;12,23
2015-10-22;187,4186431;12,01;14,45
2015-10-23;163,5875738;13,01;13,81
2015-10-24;145,0094791;13,32;10,12
2015-10-25;141,9470921;13,47;6,4
2015-10-26;174,8731107;13,83;7,19
2015-10-27;189,9585476;14,03;7,32
2015-10-28;185,4304306;14,28;8,92
2015-10-29;183,9624958;14;9,84
2015-10-30;171,9883938;13,93;10,7
2015-10-31;144,2018584;13,58;14,62
2015-11-01;137,8561352;12,79;14,6
2015-11-02;190,9069787;12,49;11,05
2015-11-03;207,4110991;12,64;8,29
2015-11-04;195,4756607;13,69;6,96
2015-11-05;193,1053085;13,83;6,12
2015-11-06;181,7688653;13,99;7,54
2015-11-07;147,8781315;14,25;7,96
2015-11-08;137,1363097;14,42;7,34
2015-11-09;178,6611413;14,71;8,83
2015-11-10;191,7391004;14,36;7,41
2015-11-11;194,4130256;13,61;6,04
2015-11-12;204,6605197;13,08;6,14
2015-11-13;205,4663409;12,75;6,1
2015-11-14;168,2250021;12,97;7,92
2015-11-15;159,9713635;12,79;8,78
2015-11-16;212,4765483;12,7;7,07
2015-11-17;222,090125;11,72;7,31
2015-11-18;224,7385073;13,51;9,06
2015-11-19;222,3570105;13,37;8,35
2015-11-20;207,6137625;13,39;13,25
2015-11-21;176,4072498;12,17;21
2015-11-22;188,6116648;8,01;16,13
2015-11-23;269,4897765;7,13;9,75
2015-11-24;275,4159374;7,33;9,6
2015-11-25;295,9984496;6,86;11,98
2015-11-26;297,1237546;6,66;16,6
2015-11-27;283,0397439;6,93;14,4
2015-11-28;254,7363978;6,71;11,55
2015-11-29;239,9987537;7,57;11,74
2015-11-30;294,9773213;9,32;12,14
2015-12-01;291,4074476;10,27;11,52
2015-12-02;292,6653553;9,37;6,2
2015-12-03;298,8944386;8,63;5,79
2015-12-04;303,4525159;8,86;5,97
2015-12-05;245,3494718;9,14;6,13
2015-12-06;229,6189558;9,03;6,97
2015-12-07;258,569027;9,21;7,49
2015-12-08;233,2670731;8,59;7
2015-12-09;296,5831177;8,56;7,35
2015-12-10;295,8721844;7,8;10,37
2015-12-11;305,0190484;6,81;9,74
2015-12-12;259,3285932;7,23;8,36
2015-12-13;237,2879939;6,88;6,48
2015-12-14;306,2779036;7,28;6,34
2015-12-15;306,6326707;7,43;6,77
2015-12-16;293,9392163;8,65;7,83
2015-12-17;296,963601;8,45;8,4
2015-12-18;301,0481688;8,03;6,87
2015-12-19;248,2782494;8,56;6,37
2015-12-20;233,0979416;8,42;7,43
2015-12-21;284,2777418;8,86;7,41
2015-12-22;283,1500017;9,28;7,33
2015-12-23;257,4104977;8,99;7,25
2015-12-24;189,8128715;8,55;6,87
2015-12-25;168,3994543;8,32;7,52
2015-12-26;206,5733139;7,8;7,34
2015-12-27;221,5974043;7,22;6,73
2015-12-28;272,3667949;6,92;6,87
2015-12-29;268,6529139;6,74;7,87
2015-12-30;258,2658491;7,05;9,74
2015-12-31;190,40847;4,48;7,4
2016-01-01;233,5917002;5,86;6,59
2016-01-02;250,993555;6,87;10,14
2016-01-03;242,0713669;7,13;15,59
2016-01-04;286,0538219;7,28;13,55
2016-01-05;284,7053022;8,22;10,78
2016-01-06;256,5395319;7,14;13,12
2016-01-07;306,4297498;6,97;13,81
2016-01-08;299,5990166;9,06;11,28
2016-01-09;245,4251251;10,3;11,64
2016-01-10;221,8504701;10,95;14,77
2016-01-11;269,910379;11,77;20,67
2016-01-12;267,0554149;10,58;21,35
2016-01-13;288,6394881;7,98;17,91
2016-01-14;317,5450684;6,12;11,39
2016-01-15;312,7701024;7,22;15,95
2016-01-16;275,303996;4,36;16,15
2016-01-17;273,2744588;2,64;17,72
2016-01-18;363,9916321;1,08;12,49
2016-01-19;379,4032489;1,7;9,49
2016-01-20;379,7070382;3,32;7,31
2016-01-21;374,0261177;4,26;7,7
2016-01-22;363,8490955;4,03;8,41
2016-01-23;310,7935421;4,62;8,27
2016-01-24;285,0307611;5,37;8,99
2016-01-25;337,9464752;6,72;8,06
2016-01-26;322,991907;8,21;7,94
2016-01-27;313,5160296;8,58;6,93
2016-01-28;298,1616569;9,39;7,19
2016-01-29;282,3579374;9,52;6,83
2016-01-30;235,63977;8,99;9,67
2016-01-31;210,6641453;9,95;15,2
2016-02-01;281,2412909;10,32;11,33
2016-02-02;280,4012215;10,5;9,09
2016-02-03;277,5744929;9,76;12,63
2016-02-04;279,6289359;7,32;18,99
2016-02-05;280,229095;7,35;12,41
2016-02-06;244,5152795;7,13;9,89
2016-02-07;231,7188285;8,5;16,36
2016-02-08;281,5747022;10;14,32
2016-02-09;269,7745844;10,47;17,24
2016-02-10;268,0670328;9,23;24,25
2016-02-11;282,9873359;7,21;12,1
2016-02-12;283,3265446;5,78;10,01
2016-02-13;231,0157261;9,37;15,35
2016-02-14;219,2782444;10,04;15,27
2016-02-15;273,6679764;9,38;12,92
2016-02-16;283,1771501;10;15,75
2016-02-17;291,8662303;9,17;12,11
2016-02-18;279,9329225;8,92;13,87
2016-02-19;261,2959719;8,4;12,13
2016-02-20;222,9352861;7,58;14,84
2016-02-21;202,7868567;9,75;12,77
2016-02-22;259,5829106;10,9;10,03
2016-02-23;243,671552;11,39;12,86
2016-02-24;249,3439587;9,5;11,9
2016-02-25;261,4662251;8,85;11,13
2016-02-26;269,5768546;8,91;9,08
2016-02-27;233,7638729;8,1;15,13
2016-02-28;217,2025324;9,71;19,97
2016-02-29;262,5912841;9,46;18,4
2016-03-01;250,9670765;8,58;13,26
2016-03-02;243,332724;9,09;12,92
2016-03-03;257,8429486;7,5;21,28
2016-03-04;259,4602434;7,29;15,19
2016-03-05;236,439246;8,31;18,07
2016-03-06;226,7016765;8,08;12,93
2016-03-07;283,5711412;6,75;11,76
2016-03-08;298,7391632;6,51;11,2
2016-03-09;294,1410237;6,1;11,25
2016-03-10;268,158876;8,32;9,55
2016-03-11;257,5426981;8,54;12,85
2016-03-12;201,4772655;9,22;14,88
2016-03-13;195,0547645;8,02;15,1
2016-03-14;245,1164682;9,33;14,85
2016-03-15;260,5014935;7,82;9,73
2016-03-16;281,3601859;7,37;13,81
2016-03-17;258,0076118;8,82;11,58
2016-03-18;235,7123393;9,35;9,18
2016-03-19;186,7780457;10,04;8,98
2016-03-20;174,1030367;10,43;9,57
2016-03-21;210,1234471;11,97;12,17
2016-03-22;209,4501834;12,16;15,05
2016-03-23;216,7920892;10,04;21,72
2016-03-24;213,5996201;9,25;14,36
2016-03-25;199,9894138;9,25;11,67
2016-03-26;178,8482469;10,3;9,18
2016-03-27;154,6478001;10,38;10,32
2016-03-28;171,4438032;11,42;11,93
2016-03-29;191,9154949;12,91;11,81
2016-03-30;186,3558892;13,63;11,31
2016-03-31;174,5362662;15,03;13,61
2016-04-01;173,8719207;14,4;12,64
2016-04-02;150,4896542;13,34;12,03
2016-04-03;143,4238842;14,58;9,4
2016-04-04;174,0933415;14,88;9,7
2016-04-05;168,205299;15,18;10,34
2016-04-06;157,1008528;15,31;9,43
2016-04-07;154,5328839;14,69;10,85
2016-04-08;158,0642016;13,11;12,85
2016-04-09;139,8269974;11,63;12,57
2016-04-10;131,4045686;12,27;11,78
2016-04-11;151,1838632;13,87;10,69
2016-04-12;147,6683641;15,3;10,48
2016-04-13;144,633344;16,1;12,17
2016-04-14;144,2968836;14,99;12,16
2016-04-15;143,1921397;14,48;10,78
2016-04-16;122,0096512;15,74;13,18
2016-04-17;117,1412445;16,35;13,56
2016-04-18;141,1972799;15,79;12,26
2016-04-19;137,0317654;14,52;14,62
2016-04-20;131,8224245;14,54;14,13
2016-04-21;142,4049411;14,88;10,23
2016-04-22;136,9313258;15,2;9,03
2016-04-23;118,3795918;13,87;11,96
2016-04-24;106,0749969;12,08;18,41
2016-04-25;120,7218;9,72;19,16
2016-04-26;164,6486852;10,89;15,02
2016-04-27;163,7104761;12,19;15,64
2016-04-28;175,6203795;11,72;10,97
2016-04-29;159,9731113;13,48;10,36
2016-04-30;137,7536856;12,67;8,51
2016-05-01;133,3182337;11,66;13,21
2016-05-02;168,5210794;12,24;13,29
2016-05-03;153,1036801;14,38;15,49
2016-05-04;150,2473523;14,57;14,5
2016-05-05;155,6182169;14,38;11,91
2016-05-06;148,4711715;13,87;10,02
2016-05-07;118,8336565;15,94;10,2
2016-05-08;109,8557475;16,18;10,83
2016-05-09;146,7354679;16,78;10,56
2016-05-10;148,2327774;17,47;12
2016-05-11;158,9314017;16,75;12,2
2016-05-12;143,5451264;15,84;14,04
2016-05-13;135,2179585;15,48;16,09
2016-05-14;107,4934684;15,46;14,79
2016-05-15;101,1919339;14,68;14,81
2016-05-16;138,8481799;13,68;13,12
2016-05-17;145,4268113;14,39;9,88
2016-05-18;143,6208195;15,16;9,86
2016-05-19;146,7617964;14,64;13,42
2016-05-20;131,1018512;15,6;13,35
2016-05-21;100,0148641;17,81;13,11
2016-05-22;100,9584726;18,16;10,13
2016-05-23;126,3386398;16,39;17,18
2016-05-24;131,9574671;14,5;14,41
2016-05-25;134,428618;16,96;9,73
2016-05-26;136,8665127;19,08;9,09
2016-05-27;130,5210193;20,94;9,34
2016-05-28;102,7987212;20,85;9,36
2016-05-29;98,1996143;19,52;13,13
2016-05-30;122,0551868;18,71;13,45
2016-05-31;126,9770821;18,3;11,95
2016-06-01;129,4112608;17,42;9,97
2016-06-02;99,9735889;17,35;10,29
2016-06-03;110,1980406;18;8,79
2016-06-04;102,7712919;18,53;8,47
2016-06-05;101,2768872;19;8,39
2016-06-06;131,759431;20,08;9,15
2016-06-07;134,2355989;20,7;9,79
2016-06-08;134,359229;20,33;9,16
2016-06-09;131,0542944;19,18;10,29
2016-06-10;127,461406;19,68;9,15
2016-06-11;104,4857935;19,77;10,44
2016-06-12;98,05795376;19,64;12,1
2016-06-13;128,533685;19,62;12,72
2016-06-14;127,6494392;19,46;12,61
2016-06-15;126,5507571;20,34;13,66
2016-06-16;128,1858615;21,78;16,72
2016-06-17;122,7350408;20,99;15,08
2016-06-18;97,34137445;20,04;11
2016-06-19;98,00181791;18,3;12,07
2016-06-20;129,0493312;19,31;10,04
2016-06-21;130,9811016;20,86;10,3
2016-06-22;132,4385092;23,19;10,24
2016-06-23;134,4101012;25,02;11,11
2016-06-24;132,8385572;25,9;10,47
2016-06-25;104,5512267;24,74;10,83
2016-06-26;96,73481288;23,63;10,03
2016-06-27;135,1080469;22,91;12,55
2016-06-28;136,7848888;22,67;11,82
2016-06-29;142,4851131;23,23;9,92
2016-06-30;145,2884967;23,6;9,55
2016-07-01;141,7102268;24,28;8,5
2016-07-02;106,8162079;23,97;9,38
2016-07-03;96,42234712;23,58;11,25
2016-07-04;143,6059183;23,83;10,42
2016-07-05;151,7074736;24,49;9,49
2016-07-06;152,4261853;24,15;9,93
2016-07-07;154,4772768;24,42;10,23
2016-07-08;148,4930435;24,87;9,69
2016-07-09;113,1741488;25,56;9,08
2016-07-10;108,6305903;26,21;8,97
2016-07-11;155,8155168;26,72;9,17
2016-07-12;156,8693757;25,47;9,27
2016-07-13;148,2367267;24,22;13,08
2016-07-14;137,3698284;21,39;15,81
2016-07-15;124,1386086;19,43;18,64
2016-07-16;94,07027543;19,65;16,04
2016-07-17;89,27433551;21,22;12,61
2016-07-18;134,5425128;23,66;11,14
2016-07-19;144,36082;24,92;11,08
2016-07-20;150,9742054;25,46;10,66
2016-07-21;155,3490871;25,29;9,15
2016-07-22;146,9168589;24,92;9,68
2016-07-23;111,2983254;24,56;9,54
2016-07-24;101,9256129;24,22;10,49
2016-07-25;144,8609907;24,42;10,56
2016-07-26;150,8041346;24,76;10,55
2016-07-27;151,6221663;24,43;8,99
2016-07-28;149,6611125;23,9;9,28
2016-07-29;143,1465976;24,5;9,4
2016-07-30;110,8366857;25,37;9,54
2016-07-31;97,55749582;24,65;10,11
2016-08-01;136,0609512;24,33;11,98
2016-08-02;137,7270295;23,62;11,33
2016-08-03;136,6418507;24,72;10,77
2016-08-04;136,4487834;25,08;9,54
2016-08-05;121,1912281;23,17;11,6
2016-08-06;98,00002739;22,49;13,79
2016-08-07;84,49077353;22,87;14,93
2016-08-08;103,229282;23,61;11,43
2016-08-09;105,0414687;22,94;10,31
2016-08-10;98,61459653;21,46;13,03
2016-08-11;89,68446664;20,79;13,13
2016-08-12;85,94119362;20,54;13,53
2016-08-13;82,10079224;21,83;12
2016-08-14;80,70951339;22,87;9,18
2016-08-15;79,75610417;23,34;8,77
2016-08-16;91,95864851;23,59;8,89
2016-08-17;98,9334684;23,12;9,42
2016-08-18;104,7092903;22,85;8,89
2016-08-19;103,6253002;23,3;8,38
2016-08-20;101,606096;23,64;8,82
2016-08-21;92,43271086;23,25;10,17
2016-08-22;112,8925552;22,43;14,01
2016-08-23;119,2764341;22,46;15,25
2016-08-24;124,9887115;23,53;13,52
2016-08-25;135,24235;24,28;11,77
2016-08-26;136,2591612;24,4;9,9
2016-08-27;122,3611996;24,4;8,57
2016-08-28;113,5327592;24,33;8,5
2016-08-29;155,5781779;23,75;9,11
2016-08-30;161,2131611;23,14;9,34
2016-08-31;159,7561263;23,22;9,11
2016-09-01;156,8737999;23,18;8,76
2016-09-02;154,732092;23,56;9,52
2016-09-03;130,9539814;23,77;9,07
2016-09-04;121,5640099;23,54;9,24
2016-09-05;161,3154382;22,68;12,44
2016-09-06;160,7629553;21,04;15,85
2016-09-07;169,683796;20,47;12,72
2016-09-08;159,0276835;21,45;10,72
2016-09-09;160,1042732;22,32;9,72
2016-09-10;131,5915889;22,3;8,52
2016-09-11;120,1009819;22,01;8,15
2016-09-12;161,7525185;22,57;8,6
2016-09-13;168,1157119;22,68;8,08
2016-09-14;168,6685639;22,41;7,92
2016-09-15;167,2789574;21,49;9,27
2016-09-16;157,9729865;20,48;10,53
2016-09-17;117,8090064;19,91;12,39
2016-09-18;112,6290564;18,34;10,93
2016-09-19;156,8064639;18,62;12,77
2016-09-20;162,726705;18,91;10,35
2016-09-21;165,8779481;15,61;10,05
2016-09-22;167,1335678;17,8;9,55
2016-09-23;160,5235274;17,86;7,73
2016-09-24;126,8458713;18,06;8,13
2016-09-25;119,381994;17,96;8,58
2016-09-26;168,0503001;18,21;8,5
2016-09-27;170,7137348;18,4;8,81
2016-09-28;165,9719291;18,44;9,85
2016-09-29;168,1897501;18,68;8,84
2016-09-30;162,8221642;18,65;8,94
2016-10-01;121,4547134;18,69;9,52
2016-10-02;112,1761912;18,52;9,65
2016-10-03;158,7252404;18,11;9,9
2016-10-04;161,2115344;16,72;10,99
2016-10-05;162,5267459;15,24;12,9
2016-10-06;170,2719449;13,91;10,46
2016-10-07;163,0797253;14,71;12,66
2016-10-08;138,2259222;14,41;9,63
2016-10-09;131,2610817;14,45;10,14
2016-10-10;191,5518775;13,69;11,46
2016-10-11;205,6190668;12,23;11,69
2016-10-12;209,1848437;12,05;10,7
2016-10-13;225,2870092;12,96;13,65
2016-10-14;214,1230456;16,58;16,62
2016-10-15;161,3106845;17,21;11,37
2016-10-16;141,6867395;16,1;9,19
2016-10-17;204,7548871;15,87;7,05
2016-10-18;203,1246167;15,5;7,05
2016-10-19;203,8727745;14,69;9,06
2016-10-20;208,0735808;13,21;9,64
2016-10-21;204,5356657;13,49;9,47
2016-10-22;175,8528974;12,78;7,77
2016-10-23;169,2122615;14,02;9,06
2016-10-24;214,6517242;16,72;10,49
2016-10-25;210,1195359;17,46;8,12
2016-10-26;206,0162085;16,96;7,68
2016-10-27;192,1359826;15,39;14,3
2016-10-28;190,017497;13,06;15,37
2016-10-29;163,5754074;12,96;11,74
2016-10-30;147,8721026;13,3;10,11
2016-10-31;185,8962039;12,76;10,03
2016-11-01;169,5743072;12,07;7,77
2016-11-02;219,2235957;13,42;10,03
2016-11-03;229,4839221;13,27;10,67
2016-11-04;229,4664274;12,48;7,9
2016-11-05;194,168953;14,01;13,93
2016-11-06;170,9125189;14,49;17,66
2016-11-07;236,6760914;11,63;10,9
2016-11-08;255,0073029;9,89;11,4
2016-11-09;270,6086759;8,42;13,9
2016-11-10;270,8324802;9,95;13,9
2016-11-11;270,3634293;9,17;14,45
2016-11-12;240,191557;8,63;14,42
2016-11-13;231,7881638;7,94;8,83
2016-11-14;294,3263395;8,4;11,23
2016-11-15;302,5377033;8,3;11,23
2016-11-16;302,3604923;9,17;9,24
2016-11-17;296,3774918;10,7;8,72
2016-11-18;277,6673145;12,38;11,49
2016-11-19;227,4398399;12,41;12,12
2016-11-20;209,1079032;11,95;9,98
2016-11-21;258,4343807;13,11;11,34
2016-11-22;248,0167293;13,77;10,27
2016-11-23;240,4397355;13,89;11,56
2016-11-24;238,2379904;13,24;13,03
2016-11-25;231,1210291;12,64;10,24
2016-11-26;194,8524598;11,54;7,16
2016-11-27;195,9445799;8,62;3,51
2016-11-28;272,6543952;9,54;12,02
2016-11-29;309,3759978;5,43;18,78
2016-11-30;328,2660089;5,02;13,08
2016-12-01;331,6324034;6,35;9,35
2016-12-02;311,2726632;7,94;10,29
2016-12-03;274,8768551;7,82;8,43
2016-12-04;247,2410066;7,93;8,7
2016-12-05;310,2545002;8,25;8,94
2016-12-06;323,2379357;8,21;8,68
2016-12-07;322,7023863;7,38;11,56
2016-12-08;286,3829896;7,04;8,77
2016-12-09;316,9762264;6,93;6,82
2016-12-10;288,6566772;7,07;7,05
2016-12-11;268,4153074;6,32;7,26
2016-12-12;340,4749437;8,31;10,07
2016-12-13;348,9556639;6,68;9,16
2016-12-14;355,8968675;6,5;6,92
2016-12-15;354,5791387;6,67;8,64
2016-12-16;345,4944197;6,08;12,59
2016-12-17;309,8695934;5,26;12,66
2016-12-18;305,6324611;4,66;7,56
2016-12-19;367,5841858;5,98;13,47
2016-12-20;340,3504667;7,9;15,02
2016-12-21;313,5593721;8,33;11,6
2016-12-22;313,2462121;7,08;8,79
2016-12-23;294,941356;7,29;9,05
2016-12-24;255,9509827;5,5;8,99
2016-12-25;221,0616143;7,93;9,15
2016-12-26;236,6956796;8,52;8,05
2016-12-27;261,993934;7,91;9,28
2016-12-28;268,5980774;7,08;14,4
2016-12-29;285,5026834;4,78;17,05
2016-12-30;293,6597736;3,38;12,73
2016-12-31;288,9936876;2,12;7,49
2017-01-01;268,4589852;3,62;7,04
2017-01-02;310,6176213;5,3;8,8
2017-01-03;324,3233709;5,97;13,44
2017-01-04;326,5509063;5,09;12,5
2017-01-05;330,4731648;4,21;20,17
2017-01-06;327,5990032;-0,9;20,25
2017-01-07;348,9041447;-2,13;15,58
2017-01-08;356,503325;0,42;11,67
2017-01-09;406,7352202;1,48;12,24
2017-01-10;419,6732454;1,15;11,6
2017-01-11;418,4822929;1,29;12,43
2017-01-12;400,4143141;4,35;11,43
2017-01-13;370,4670892;6,6;21,65
2017-01-14;337,1017113;3,85;14,24
2017-01-15;329,9494011;2,45;13,99
2017-01-16;394,7484919;2,08;16,23
2017-01-17;398,1129671;2,33;21,7
2017-01-18;390,2829355;2,87;19,02
2017-01-19;381,8257561;3,11;13,76
2017-01-20;374,8196394;3,23;11,71
2017-01-21;342,7898602;4,13;14,93
2017-01-22;318,8840162;4,82;14,21
2017-01-23;371,6688563;4,93;10,97
2017-01-24;359,7232166;4,81;10,53
2017-01-25;363,6732856;4,37;10,83
2017-01-26;379,0113163;3,81;9,8
2017-01-27;372,8222751;4,14;9,31
2017-01-28;328,8221112;4,67;8,65
2017-01-29;307,2418848;4,87;8,17
2017-01-30;369,2139396;5,3;7,55
2017-01-31;360,3846228;7,08;8,65
2017-02-01;340,2109103;8,42;9,8
2017-02-02;324,6352035;9,15;10,97
2017-02-03;296,4779589;10,13;14,15
2017-02-04;252,6101631;9,73;15,69
2017-02-05;249,0592993;8,66;12,99
2017-02-06;308,047102;8;16,89
2017-02-07;303,9984519;7,77;10,36
2017-02-08;318,5332678;6,93;10,31
2017-02-09;326,7908541;6,4;15,16
2017-02-10;327,5697378;6,93;10,42
2017-02-11;272,3587252;7,17;8,44
2017-02-12;243,30025;7,96;10,09
2017-02-13;311,5353669;8,02;11,71
2017-02-14;306,4576589;8,11;10,83
2017-02-15;302,5188161;7,98;8,48
2017-02-16;297,5653487;8,23;7,2
2017-02-17;288,907975;8,31;8,26
2017-02-18;248,9395245;7,89;9,87
2017-02-19;249,1711382;6,99;9,88
2017-02-20;313,6049331;7,39;8,92
2017-02-21;308,2934429;8,35;10,16
2017-02-22;296,2287116;9,44;10,43
2017-02-23;288,7464605;10,2;10,75
2017-02-24;280,4307927;10,55;14,41
2017-02-25;230,7253823;9,04;15,06
2017-02-26;221,21721;8,9;9,6
2017-02-27;272,6751862;9,87;9,95
2017-02-28;270,2812463;10,38;16,81
2017-03-01;253,7114615;10,04;18,14
2017-03-02;255,064159;10;12
2017-03-03;256,3037154;9,99;9,36
2017-03-04;218,7934403;10,96;18,89
2017-03-05;201,2935221;9,93;14,69
2017-03-06;246,9730021;10,44;16,6
2017-03-07;250,8904275;9,4;22,6
2017-03-08;236,4843956;9,53;17,65
2017-03-09;225,6974268;11,03;12,57
2017-03-10;205,8033931;11,77;15,34
2017-03-11;179,7277053;9,72;16,05
2017-03-12;189,0117337;9,19;10,21
2017-03-13;236,5910121;9,33;11,33
2017-03-14;231,5591348;10,18;10,6
2017-03-15;226,1150597;10,53;10,23
2017-03-16;214,340811;11,16;10,07
2017-03-17;203,8018045;12,06;10,75
2017-03-18;166,7688794;12,23;15,77
2017-03-19;160,2354246;13,05;12,75
2017-03-20;203,8975517;13,11;9,38
2017-03-21;207,3532131;12,83;8,79
2017-03-22;211,4369246;12,29;8,9
2017-03-23;205,9590384;13,1;10,17
2017-03-24;197,720253;13,18;9,99
2017-03-25;159,5826899;13,44;10,77
2017-03-26;158,2280286;11,49;11,84
2017-03-27;201,1222258;10,82;12,27
2017-03-28;199,580519;11,55;10,38
2017-03-29;184,3397945;12,96;10,02
2017-03-30;170,5518506;14,57;10,32
2017-03-31;166,3400083;14,78;9,26
2017-04-01;146,5140995;13,77;11,55
2017-04-02;147,8366639;12,81;13,48
2017-04-03;180,2758406;13,19;10,52
2017-04-04;181,0335667;13,5;10,17
2017-04-05;191,1154419;12,73;10,59
2017-04-06;183,5794261;12,32;10,34
2017-04-07;174,7982264;12,53;10,51
2017-04-08;144,7865486;13,46;9,42
2017-04-09;133,257713;14,4;8,65
2017-04-10;163,153568;15,27;9,32
2017-04-11;162,932017;14,62;9,86
2017-04-12;161,4446065;14,68;9,84
2017-04-13;157,2120943;15,16;10,82
2017-04-14;137,7916217;15,02;9,76
2017-04-15;121,1885711;14,85;11,12
2017-04-16;104,0664996;14,02;12,72
2017-04-17;113,9799475;12,83;13,46
2017-04-18;170,314944;11,3;16,62
2017-04-19;182,7230926;9,13;17,92
2017-04-20;194,9119942;8,41;15,21
2017-04-21;189,6918337;8,96;12,43
2017-04-22;156,0051649;11,01;12,18
2017-04-23;135,3155283;12,21;11,35
2017-04-24;156,872181;13,14;10,17
2017-04-25;141,3958212;13,88;14
2017-04-26;179,661041;13,78;16,01
2017-04-27;179,7600078;14,22;13,93
2017-04-28;174,4666487;12,76;15,79
2017-04-29;148,1014606;12,09;11,84
2017-04-30;126,8182222;13;12,32
2017-05-01;137,7155025;12,8;12,42
2017-05-02;180,7089284;13,58;11,1
2017-05-03;186,013411;14,18;9,18
2017-05-04;183,3894268;14,21;9,17
2017-05-05;165,0875729;15,53;9,84
2017-05-06;144,8351783;15,25;12,49
2017-05-07;129,6487375;15,35;15,22
2017-05-08;162,5403135;14,99;12,96
2017-05-09;163,6218405;14,71;12,06
2017-05-10;159,9370097;15,03;11,14
2017-05-11;162,3454937;17,04;14,56
2017-05-12;155,4589143;18,33;11,69
2017-05-13;120,5167691;18,48;11,28
2017-05-14;109,3661135;18,45;9,69
2017-05-15;142,4465625;18,55;10,86
2017-05-16;139,6619998;19,02;11,96
2017-05-17;139,255201;20,15;11,74
2017-05-18;147,9844063;19,95;10,24
2017-05-19;139,8420841;18,44;12,74
2017-05-20;108,0163215;16,73;13,92
2017-05-21;96,49039532;17,31;14,49
2017-05-22;141,3222127;19,33;10,16
2017-05-23;150,908623;19,86;9,02
2017-05-24;152,2554447;20,04;9,84
2017-05-25;144,9294186;18,97;11,87
2017-05-26;132,4324371;19,31;12,39
2017-05-27;105,2673499;18,97;10,13
2017-05-28;98,63590425;21,53;10,87
2017-05-29;142,5819787;20,98;9,4
2017-05-30;142,7560226;21,78;9,88
2017-05-31;149,3145377;21,66;10,23
2017-06-01;147,6201639;21,55;9,23
2017-06-02;111,266133;21,48;8,82
2017-06-03;114,2139906;21,74;9,38
2017-06-04;108,0370246;21,24;10,85
2017-06-05;150,1043646;18,4;8,27
2017-06-06;147,961266;20,33;11,76
2017-06-07;144,6065768;20,04;13,61
2017-06-08;147,8214868;20,07;11,68
2017-06-09;146,6540826;21,08;10,32
2017-06-10;113,895005;21,64;8,75
2017-06-11;100,8440417;23,11;11,43
2017-06-12;152,9629446;23,16;10,02
2017-06-13;159,6841013;23,88;8,98
2017-06-14;161,4812886;23,94;9,34
2017-06-15;164,8495615;24,16;9,21
2017-06-16;157,9683941;24,26;10,06
2017-06-17;119,7229325;23,71;11,71
2017-06-18;100,7685833;22,7;15,28
2017-06-19;153,9142409;23,39;11,8
2017-06-20;164,1419855;24,54;9,95
2017-06-21;170,6301478;24,88;9,75
2017-06-22;174,86693;25,68;9,77
2017-06-23;169,0642265;26,19;11,24
2017-06-24;134,1947867;26,12;10,15
2017-06-25;115,0445461;24,86;11,15
2017-06-26;159,6367752;25,06;10,07
2017-06-27;161,1067215;26,81;13,25
2017-06-28;156,825325;24,68;14,99
2017-06-29;144,0738072;23,33;16,29
2017-06-30;147,7021018;22,4;13,58
2017-07-01;105,7053169;21,48;13,83
2017-07-02;94,27346088;21,29;13,98
