Date;IT;EXOG1;EXOG2
2017-07-03;146,1483667;21,09;11,73
2017-07-04;155,1252102;23,52;10,81
2017-07-05;165,1823097;24,78;9,97
2017-07-06;167,2175411;25,93;9,55
2017-07-07;164,3574067;26,54;10,14
2017-07-08;124,8841583;26,62;9,19
2017-07-09;114,0020011;25,99;10
2017-07-10;160,8964255;26,14;11,83
2017-07-11;166,4157988;25,66;11,09
2017-07-12;167,6760775;26,12;11,87
2017-07-13;168,8578033;25,84;12,5
2017-07-14;160,272542;24,19;13,39
2017-07-15;116,7494144;23,72;13,17
2017-07-16;93,2815223;22,85;16,15
2017-07-17;148,8565324;23,12;14,07
2017-07-18;165,3984515;24,4;10,63
2017-07-19;168,8540336;24,72;10,09
2017-07-20;169,3672408;24,9;11,08
2017-07-21;162,1080439;25,07;10,55
2017-07-22;124,8140375;25,88;10,33
2017-07-23;118,6133613;25,88;11,34
2017-07-24;159,7464249;24,47;14,83
2017-07-25;152,4743546;22,4;16,4
2017-07-26;157,3469654;21,62;14,37
2017-07-27;162,8245637;22,75;12,11
2017-07-28;160,5842791;23,93;11,49
2017-07-29;130,443229;24,61;9,25
2017-07-30;112,5737267;25,22;9,47
2017-07-31;162,0008122;26,62;10,06
2017-08-01;169,4134766;28,12;10,8
2017-08-02;171,5362973;28,38;9,21
2017-08-03;165,2374342;29,22;9,61
2017-08-04;155,7396183;29,07;9,4
2017-08-05;126,5964457;28,61;9,61
2017-08-06;112,5820149;27,05;10,97
2017-08-07;135,4093358;26,31;11,84
2017-08-08;137,0541762;26,27;10,69
2017-08-09;132,7573987;26,91;10,64
2017-08-10;126,0957925;25,62;11,7
2017-08-11;102,1884381;22,91;15,41
2017-08-12;84,58405755;21,36;15,05
2017-08-13;77,34391188;22,54;12,91
2017-08-14;89,63721676;23,77;10,91
2017-08-15;81,83648362;24,35;10,46
2017-08-16;106,1265987;25,04;9,91
2017-08-17;110,277629;25,85;9,9
2017-08-18;112,9038619;26,05;9,61
2017-08-19;99,09006252;24,6;10,48
2017-08-20;89,98414048;23,29;13,53
2017-08-21;114,1118402;22,45;13,35
2017-08-22;125,5125018;22,03;11,25
2017-08-23;132,8943229;22,93;9,05
2017-08-24;136,8040445;23,77;8,95
2017-08-25;139,823505;24,61;9,06
2017-08-26;121,193096;25,39;9,11
2017-08-27;114,4809483;25,5;8,99
2017-08-28;159,1519135;25,79;9,35
2017-08-29;159,2892751;25,07;10,77
2017-08-30;164,3158058;21,71;7,99
2017-08-31;164,885174;24,03;9,96
2017-09-01;154,8450399;22,52;12,05
2017-09-02;112,6406293;20,29;14,89
2017-09-03;103,2643834;19,07;14,76
2017-09-04;157,6678906;19,63;9,07
2017-09-05;162,8811329;21,24;9,51
2017-09-06;163,1047991;21,72;10,41
2017-09-07;161,9604855;20,96;11,93
2017-09-08;154,6231317;20,06;10,9
2017-09-09;111,2758456;19,61;12,43
2017-09-10;102,2457052;18,54;15,19
2017-09-11;136,999441;18,87;18,27
2017-09-12;140,9081737;19,38;16,17
2017-09-13;150,4013845;19,33;12,33
2017-09-14;149,7437328;19,4;13,37
2017-09-15;152,3154517;18,69;10,32
2017-09-16;113,7054733;19,02;11,23
2017-09-17;97,26876838;18,32;13,07
2017-09-18;153,7564154;17,24;9,97
2017-09-19;152,8863833;15,94;13,88
2017-09-20;150,8790212;15,53;14,25
2017-09-21;157,6267243;15,83;9,9
2017-09-22;153,6641412;16,83;8,6
2017-09-23;120,4057519;17,61;7,87
2017-09-24;116,2150001;17,28;8,72
2017-09-25;157,662426;16,92;9,03
2017-09-26;161,2385634;17,11;9,29
2017-09-27;158,7507981;17,74;9,64
2017-09-28;154,6105624;17,96;10,24
2017-09-29;152,7282065;19,58;11,33
2017-09-30;126,5177091;16,89;9,06
2017-10-01;120,4399982;16,15;7,49
2017-10-02;157,4289657;17,05;8,34
2017-10-03;162,142683;17,1;9,39
2017-10-04;163,4916633;17,38;8,76
2017-10-05;158,5328762;18,2;10,35
2017-10-06;149,4084805;16,77;15,02
2017-10-07;119,2157962;14,27;15,97
2017-10-08;117,180228;14,57;11,2
2017-10-09;166,2224584;15,3;9,05
2017-10-10;171,8685466;15,67;8,87
2017-10-11;175,5424635;16,01;8
2017-10-12;175,0976333;16,39;8,1
2017-10-13;166,4558269;16,4;7,91
2017-10-14;131,7126834;16,3;8,23
2017-10-15;124,3738041;16,66;8,13
2017-10-16;174,3727674;16,91;7,1
2017-10-17;181,1497754;16,45;6,6
2017-10-18;184,0938972;15,89;7,06
2017-10-19;187,2841521;15,87;7,96
2017-10-20;187,2407039;16,05;8,11
2017-10-21;152,1850269;16,31;8,47
2017-10-22;138,1959491;15,5;14,22
2017-10-23;180,4996506;13,24;18,65
2017-10-24;185,9262624;13,73;17,31
2017-10-25;189,8951609;14,61;12,94
2017-10-26;203,0981308;14,58;8,43
2017-10-27;192,2025926;14,53;11,73
2017-10-28;164,417913;13,1;14,13
2017-10-29;158,9386269;13,57;16,95
2017-10-30;205,3069911;13,22;12,99
2017-10-31;209,219354;11,84;10,35
2017-11-01;180,2913037;11,66;8,55
2017-11-02;227,5155837;12,31;8,27
2017-11-03;220,2823827;13,4;7,48
2017-11-04;187,6555061;13,23;8,79
2017-11-05;177,0901241;13,2;14,58
2017-11-06;245,7763773;11,23;16,58
2017-11-07;262,8441076;10,18;13,61
2017-11-08;260,0383685;10,53;10,22
2017-11-09;266,2507206;10,65;8,24
2017-11-10;259,1557525;10,85;9,85
2017-11-11;219,7699606;10,78;9,62
2017-11-12;205,8736245;11,6;13,13
2017-11-13;277,7507838;9,43;19,76
2017-11-14;289,9824118;8,23;15,98
2017-11-15;293,1651035;8,85;14,48
2017-11-16;286,597957;9,27;12,05
2017-11-17;276,6977963;9,67;11,66
2017-11-18;246,4332896;9,37;10,87
2017-11-19;241,9366791;8,59;11,07
2017-11-20;300,0784145;8,16;10,87
2017-11-21;300,7224025;9,35;9,37
2017-11-22;298,7837281;10,23;7,81
2017-11-23;290,4483923;10,67;8,24
2017-11-24;289,3453798;10,53;7,76
2017-11-25;237,8750576;11,03;12,53
2017-11-26;231,5875738;9,08;18,47
2017-11-27;310,4902537;6,31;15,24
2017-11-28;336,7813985;5,86;10,67
2017-11-29;329,7821191;7,59;13,19
2017-11-30;329,8191007;7,87;14,46
2017-12-01;348,7704816;5,52;9,83
2017-12-02;309,1731363;5,38;15,18
2017-12-03;304,1000113;4,54;11,52
2017-12-04;368,4464733;4,58;10,92
2017-12-05;364,8202158;5,25;9,93
2017-12-06;353,722964;5,86;8,11
2017-12-07;337,3714724;6,47;8,61
2017-12-08;280,5243918;7,94;15,46
2017-12-09;288,438997;5,4;19,36
2017-12-10;303,5415888;4,23;15,48
2017-12-11;342,9186132;9,87;22,28
2017-12-12;326,5451055;10,61;16,52
2017-12-13;308,841886;7,82;12,45
2017-12-14;319,9143611;8,7;17,43
2017-12-15;326,1814222;9,39;17,83
2017-12-16;297,4823054;6,87;13,28
2017-12-17;284,9913854;4,86;14,31
2017-12-18;370,5256565;3,36;11,44
2017-12-19;377,9112277;3,03;10,14
2017-12-20;375,2379045;3,2;10,54
2017-12-21;361,5356316;3,87;14,26
2017-12-22;330,8033817;5,74;14,34
2017-12-23;280,5758193;6,86;12,7
2017-12-24;259,4905556;6,87;9,28
2017-12-25;238,8415839;6,76;7,37
2017-12-26;242,4079276;7,43;10,87
2017-12-27;269,6945538;8,02;19,29
2017-12-28;275,6613789;6,12;21,36
2017-12-29;279,6699823;4,51;14,38
2017-12-30;264,183675;6,31;12,68
2017-12-31;250,1509025;7,85;10,41
2018-01-01;237,0388641;8,52;18,66
2018-01-02;270,3925418;7,8;19,14
2018-01-03;283,9865761;8,3;17,53
2018-01-04;271,8503412;7,64;12,98
2018-01-05;271,0287968;10,01;12,55
2018-01-06;226,7834553;10,02;12,01
2018-01-07;224,7913001;10,56;15,52
2018-01-08;274,597001;11,4;17,56
2018-01-09;271,3026466;10,64;13,84
2018-01-10;279,8989236;8,29;9,71
2018-01-11;294,3589685;7,41;9,07
2018-01-12;297,6879771;7,3;12,18
2018-01-13;259,6487469;6,82;11,4
2018-01-14;262,9903081;5,75;8,38
2018-01-15;326,1037756;6,14;8,32
2018-01-16;309,7108405;8,38;18,53
2018-01-17;307,3039636;8,78;26,08
2018-01-18;309,669041;6,01;15,88
2018-01-19;302,8893263;8,31;14,97
2018-01-20;257,2527782;7,23;12,94
2018-01-21;231,9388307;8,58;17,83
2018-01-22;311,566182;7,74;13,61
2018-01-23;316,2890403;7,98;11,25
2018-01-24;319,2848307;7,47;9,74
2018-01-25;319,9953431;7,46;8,38
2018-01-26;318,1014899;7,84;9,42
2018-01-27;261,8437808;8,48;7,71
2018-01-28;246,672517;8,36;8,18
2018-01-29;316,2942763;7,8;7,84
2018-01-30;321,7244481;7,82;8
2018-01-31;315,6880078;7,88;8,93
2018-02-01;302,5934183;8,51;15,61
2018-02-02;291,2960227;8,58;15,05
2018-02-03;264,6509447;6,66;18,82
2018-02-04;262,1687242;5,13;9,19
2018-02-05;331,0658075;5,41;11
2018-02-06;339,5809277;6,33;12,81
2018-02-07;331,3480566;6,37;13,22
2018-02-08;325,0647623;6,35;9,43
2018-02-09;313,7544406;5,82;7,8
2018-02-10;258,941885;5,58;15,14
2018-02-11;255,3521315;5,32;13,41
2018-02-12;329,8561362;5,62;12,19
2018-02-13;334,0023082;4,55;14,09
2018-02-14;343,275587;3,61;11,99
2018-02-15;337,807494;4,23;13,46
2018-02-16;333,4920672;6,49;8,22
2018-02-17;280,7720086;7,15;8,02
2018-02-18;264,5843187;6,98;12,56
2018-02-19;338,6065846;6,17;10,6
2018-02-20;340,054478;5,17;10,16
2018-02-21;337,2389321;4,91;14,56
2018-02-22;342,305177;4,85;15,3
2018-02-23;338,4183405;5,68;17,36
2018-02-24;278,4567499;6,5;15,78
2018-02-25;295,8735236;3,07;17,46
2018-02-26;380,086292;-0,38;20,02
2018-02-27;394,8612006;-1,26;13,12
2018-02-28;400,7394762;-0,67;12,13
2018-03-01;384,5304688;3,42;15,84
2018-03-02;344,7277622;6,69;16,12
2018-03-03;296,1496902;7,03;14,84
2018-03-04;274,8765402;7,74;11,02
2018-03-05;321,8033733;7,87;12,31
2018-03-06;310,1069957;8,44;13,59
2018-03-07;301,0788626;9,06;14,38
2018-03-08;283,3581416;9;12,35
2018-03-09;267,2431592;9,88;9,31
2018-03-10;221,7530191;10,65;10,84
2018-03-11;213,7016785;11,83;15,87
2018-03-12;246,1245178;11,46;17,09
2018-03-13;237,9432595;10,98;15,73
2018-03-14;242,3073496;10,24;10,57
2018-03-15;265,0652029;9,79;14,37
2018-03-16;245,4057177;11,66;12,39
2018-03-17;212,6692504;10,04;14,37
2018-03-18;216,6531473;8,08;17,24
2018-03-19;298,4239696;7,02;16,27
2018-03-20;299,8924516;6,44;16,26
2018-03-21;304,2808324;5,99;19,18
2018-03-22;300,9387844;5,28;18,85
2018-03-23;281,9570776;6,04;15,37
2018-03-24;242,2419915;6,94;10,62
2018-03-25;223,6903447;7,91;12,46
2018-03-26;269,0400628;8,81;11,15
2018-03-27;252,8423216;9,42;10,74
2018-03-28;236,895944;10,63;11,8
2018-03-29;223,0175336;11,78;13,1
2018-03-30;195,089725;12,76;16,24
2018-03-31;170,4358258;11,51;19,01
2018-04-01;152,9214053;10,53;19,31
2018-04-02;162,9185362;10,78;11,32
2018-04-03;214,2697041;12,73;13,26
2018-04-04;235,0911802;12,56;13,22
2018-04-05;210,0788958;12,64;12,45
2018-04-06;187,0811718;12,55;11,49
2018-04-07;145,7604737;13,53;10,68
2018-04-08;135,8070211;14,38;13,68
2018-04-09;199,3794719;13,31;14,13
2018-04-10;207,0076999;12,66;10,79
2018-04-11;215,5464668;11,05;9,98
2018-04-12;209,6116619;13,47;12,41
2018-04-13;186,5372671;13,57;11,21
2018-04-14;138,315173;14,92;13,89
2018-04-15;144,2798957;15,77;12,85
2018-04-16;163,5237445;15,66;11,29
2018-04-17;154,2777668;15,66;9,72
2018-04-18;145,6312916;16,65;11,89
2018-04-19;137,7690934;17,56;10,9
2018-04-20;126,1382337;18,4;10,27
2018-04-21;109,8044903;18,19;8,54
2018-04-22;103,4578231;17,59;7,95
2018-04-23;125,9446376;17,71;8,7
2018-04-24;135,1638505;17,98;8,52
2018-04-25;102,3097435;18,3;10,02
2018-04-26;127,5068402;17,47;9,78
2018-04-27;121,8105252;17,53;10,77
2018-04-28;102,2317344;18,62;9,75
2018-04-29;98,76234751;19,11;11,9
2018-04-30;108,4046382;17,27;14,33
2018-05-01;102,1064524;14,85;9,31
2018-05-02;138,897825;15,86;14,67
2018-05-03;145,0385249;15,91;16,26
2018-05-04;139,3200589;16,46;14,04
2018-05-05;110,1049348;17,18;10,73
2018-05-06;99,91980952;17,88;10
2018-05-07;136,4667675;18,15;9,52
2018-05-08;140,9566949;17,78;9,39
2018-05-09;143,049036;16,87;9,04
2018-05-10;140,2080758;17,12;9,54
2018-05-11;132,7916502;17,96;10,06
2018-05-12;102,3139072;18,29;8,86
2018-05-13;97,0717579;17,08;11,39
2018-05-14;133,5462291;15,17;14,15
2018-05-15;142,9036729;13,65;11,47
2018-05-16;141,2215157;14,83;10,16
2018-05-17;139,9343676;16;8,97
2018-05-18;135,8069686;16,92;9,6
2018-05-19;101,180888;17,67;9,94
2018-05-20;96,9711126;18,3;11,11
2018-05-21;135,8161903;18,71;9,4
2018-05-22;147,7549495;18,11;9,53
2018-05-23;142,9619477;18;9,82
2018-05-24;135,0797158;19,31;9,57
2018-05-25;127,4804198;20,58;9,17
2018-05-26;99,57406899;19,9;8,21
2018-05-27;97,3114427;22;9,34
2018-05-28;136,6513745;21,57;9
2018-05-29;141,5930725;24,36;12,09
2018-05-30;146,7592739;21,84;9,33
2018-05-31;142,6114917;21,6;9,37
2018-06-01;133,5798107;21,66;10,05
2018-06-02;97,36211934;21,86;8,95
2018-06-03;99,59387805;20,59;7,21
2018-06-04;141,1854681;21,87;9,85
2018-06-05;141,6549085;20,61;9,82
2018-06-06;144,6069106;20,94;9,22
2018-06-07;142,1868373;21,62;10,43
2018-06-08;135,5633738;20,99;12,71
2018-06-09;98,08879851;21,6;11,65
2018-06-10;97,76390925;22,76;10,16
2018-06-11;146,3661601;23,31;9,33
2018-06-12;145,8752525;22,32;11,46
2018-06-13;142,7079442;19,97;13,15
2018-06-14;141,6172724;19,72;12,83
2018-06-15;129,8216782;20,23;12,24
2018-06-16;99,47179484;21,41;11,83
2018-06-17;96,8912703;22;11,17
2018-06-18;134,0376766;20,55;10
2018-06-19;139,8151046;23,46;12,07
2018-06-20;149,0454546;23,82;9,31
2018-06-21;152,2233746;23,78;8,99
2018-06-22;140,0780065;21,47;13,82
2018-06-23;99,88291591;20,4;13,74
2018-06-24;97,94699204;20,08;11,34
2018-06-25;140,4158365;19,87;11,69
2018-06-26;138,0957001;20,63;14,93
2018-06-27;138,8739153;21,08;15,48
2018-06-28;144,7558513;20,51;13,62
2018-06-29;139,4818536;21,86;11,45
2018-06-30;106,8961118;23,81;9,87
2018-07-01;97,41773676;23,99;10,91
2018-07-02;145,9771174;24,15;10,44
2018-07-03;157,2375415;24,13;9,35
2018-07-04;159,6262036;24,35;9,23
2018-07-05;154,3486157;24,08;10,08
2018-07-06;140,7711268;23,45;12,32
2018-07-07;105,5118975;23,77;12,82
2018-07-08;95,75945237;23,27;11,75
2018-07-09;147,7757807;23,91;11,01
2018-07-10;153,949937;23,62;10,28
2018-07-11;152,372704;22,71;11,34
2018-07-12;151,6809421;23,6;9,99
2018-07-13;152,3815245;24,68;9,44
2018-07-14;118,7225944;25,26;9,92
2018-07-15;106,5630196;24,71;9,24
2018-07-16;153,2648839;24,27;10,71
2018-07-17;156,1891051;23,71;14,19
2018-07-18;158,1308562;24,87;10,98
2018-07-19;161,9171137;25,4;9,8
2018-07-20;154,5826525;25,08;9,39
2018-07-21;114,9497456;24,16;11,04
2018-07-22;103,9639274;24,27;11,48
2018-07-23;149,0212155;23,69;13,89
2018-07-24;154,7137531;24,69;12,11
2018-07-25;158,9548408;25,33;11,53
2018-07-26;163,1978394;25,23;10,63
2018-07-27;157,0513725;24,16;8,38
2018-07-28;120,3559546;25,04;9,65
2018-07-29;107,9313434;25,57;9,6
2018-07-30;165,6670466;26,86;9,69
2018-07-31;173,3182727;27,51;10,2
2018-08-01;175,0700809;27,35;9,95
2018-08-02;167,9563719;26,63;9,58
2018-08-03;157,067652;26,74;10,08
2018-08-04;124,8353841;26,43;9,52
2018-08-05;111,584584;26,3;9,15
2018-08-06;142,6804806;26,55;8,54
2018-08-07;143,0542808;26,35;8,92
2018-08-08;136,9898725;26,29;9,39
2018-08-09;131,9488525;25,57;9,37
2018-08-10;120,6223634;25,29;9,5
2018-08-11;98,89131563;25,2;9,81
2018-08-12;91,67749463;25,19;9,36
2018-08-13;104,8743165;24,65;9,24
2018-08-14;95,20820353;23,15;10,16
2018-08-15;81,98490966;22,79;10,79
2018-08-16;93,43913667;23,73;9,88
2018-08-17;104,777106;24,16;8,41
2018-08-18;97,5039331;24,18;8,88
2018-08-19;94,361689;24,73;9,7
2018-08-20;126,1844414;24,94;10,1
2018-08-21;136,8207112;24,92;9,45
2018-08-22;139,2505208;24,71;8,54
2018-08-23;137,2395156;24,09;8,99
2018-08-24;131,1860422;23,4;9,9
2018-08-25;99,60021148;21,79;12,26
2018-08-26;87,31503193;19,84;15,83
2018-08-27;132,6466091;20,57;12,75
2018-08-28;149,4170644;22,35;10,42
2018-08-29;156,6894029;23,11;9,37
2018-08-30;154,1300899;22,67;9,05
2018-08-31;146,8372779;21,71;10,27
2018-09-01;110,7223215;20,74;11,45
2018-09-02;103,743302;20,5;10,43
2018-09-03;158,5796081;20,75;8,56
2018-09-04;164,7362512;21,17;8,63
2018-09-05;167,9541087;22,11;9,11
2018-09-06;168,361241;21,88;8,56
2018-09-07;157,2303893;21,62;9,42
2018-09-08;120,3214318;21,94;9,11
2018-09-09;114,3265035;22,07;8,21
2018-09-10;165,7227569;22,6;8,06
2018-09-11;166,0633441;23,17;9,45
2018-09-12;170,9669376;23,31;9,13
2018-09-13;174,7625679;22,13;8,17
2018-09-14;168,8130804;22,2;8,07
2018-09-15;132,3962498;22,02;8,62
2018-09-16;121,019459;21,71;7,88
2018-09-17;177,8068312;21,75;7,99
2018-09-18;179,76794;23,14;8,14
2018-09-19;179,9653447;22,1;7,65
2018-09-20;175,0056481;22,86;8,92
2018-09-21;169,1488149;22,17;10,21
2018-09-22;136,3887416;21,34;10,03
2018-09-23;115,9741729;22,13;10,71
2018-09-24;162,7326275;17,46;14,96
2018-09-25;157,5848348;16,77;18,82
2018-09-26;155,5629803;15,63;16,95
2018-09-27;161,216239;16,5;12,26
2018-09-28;159,8161829;18,09;10,69
2018-09-29;118,0501897;18,27;12,45
2018-09-30;107,294298;17,52;10,06
2018-10-01;158,5973626;16,13;12,7
2018-10-02;165,6792302;15,42;12,66
2018-10-03;160,3958401;16,23;12,19
2018-10-04;164,3914075;17,47;12,07
2018-10-05;158,7500698;17,02;11,47
2018-10-06;126,2694476;17,21;10,38
2018-10-07;118,1095765;17,55;8,23
2018-10-08;161,7503194;17,93;7,88
2018-10-09;165,842548;18,09;8,63
2018-10-10;171,4953534;17,92;10,3
2018-10-11;175,390882;17,61;9,66
2018-10-12;161,1503287;17,84;8,8
2018-10-13;121,949946;17,51;9,68
2018-10-14;115,3037862;17;10,26
2018-10-15;169,0488359;17,26;10,26
2018-10-16;174,9529419;17,41;8,72
2018-10-17;173,1372391;17,31;8,79
2018-10-18;166,5181996;17,73;10,62
2018-10-19;163,2318895;17,62;9,67
2018-10-20;127,9248026;16,92;8,63
2018-10-21;127,6019021;15,42;10,6
2018-10-22;175,8681349;12,1;14,37
2018-10-23;177,0204855;14,42;14,45
2018-10-24;177,3015974;15,18;12,48
2018-10-25;177,9813985;15,6;10,72
2018-10-26;173,4281248;15,88;10,67
2018-10-27;131,8814219;16,21;17,31
2018-10-28;123,7795374;15,81;21,39
2018-10-29;178,3751676;15,46;26,75
2018-10-30;194,0175891;13,06;17,24
2018-10-31;193,6841577;12,89;12,54
2018-11-01;156,5815262;14,33;11,96
2018-11-02;174,9172568;14,37;10,3
2018-11-03;152,5822354;15,04;11,11
2018-11-04;139,8503871;14,61;12,59
2018-11-05;198,6166109;14,8;11,63
2018-11-06;198,5816567;14,51;10,54
2018-11-07;199,1857332;13,75;8,25
2018-11-08;204,0417055;13,59;7,56
2018-11-09;197,3250545;13,13;7,79
2018-11-10;161,4856742;12,86;8,56
2018-11-11;151,1434072;13,76;8,01
2018-11-12;209,6216429;14;7,86
2018-11-13;220,5286205;13,66;7,15
2018-11-14;218,4955471;10;4,35
2018-11-15;229,3693794;10,21;6,53
2018-11-16;235,6256737;11,11;13,06
2018-11-17;207,3739373;6,3;12,39
2018-11-18;208,2263946;7,81;14,05
2018-11-19;299,7010694;7,28;13,43
2018-11-20;312,7579528;9,57;14,99
2018-11-21;305,942034;9,47;9,97
2018-11-22;289,5832962;10,28;6,81
2018-11-23;287,9663875;10,42;9,18
2018-11-24;231,2331291;11,76;10,73
2018-11-25;205,9217462;10,91;13,22
2018-11-26;275,1238282;10,12;11,99
2018-11-27;274,5890379;9,14;16,56
2018-11-28;280,2378892;7,6;15,11
2018-11-29;301,1538728;7,15;11,07
2018-11-30;316,3463051;6,86;7,63
2018-12-01;273,112309;8,3;9,08
2018-12-02;250,8708496;9,05;9,72
2018-12-03;296,1415537;10,9;10,42
2018-12-04;286,5168378;11,42;11,34
2018-12-05;292,8546462;9,91;9,52
2018-12-06;295,5483508;9,61;8,74
2018-12-07;282,8980756;9,66;9,66
2018-12-08;214,2880494;10,2;19,56
2018-12-09;219,4106666;9,95;19,54
2018-12-10;291,8263174;9,24;17,63
2018-12-11;322,5210793;6,8;11,67
2018-12-12;343,9520321;4,71;8,09
2018-12-13;348,8462957;5,27;11,28
2018-12-14;347,9926485;6,02;12,77
2018-12-15;294,9661549;4,34;13,42
2018-12-16;289,4482403;4,64;10,03
2018-12-17;346,2604602;6,19;14,99
2018-12-18;353,9827285;5,36;12,23
2018-12-19;363,682361;5,28;8,32
2018-12-20;344,8972012;6,98;9,49
2018-12-21;314,4962023;7,41;10,52
2018-12-22;254,7546156;9,56;13,19
2018-12-23;241,9973609;9,89;10,17
2018-12-24;232,5906357;10,09;14,7
2018-12-25;221,5969746;6,62;13,69
2018-12-26;251,8137676;4,99;9,61
2018-12-27;288,6919071;5,23;7,54
2018-12-28;284,7246403;5,86;7
2018-12-29;256,8156993;6,25;8,17
2018-12-30;246,1236119;6,62;10,5
2018-12-31;253,4127071;6,52;12,46
2019-01-01;238,3568557;6,27;13,53
2019-01-02;293,5418842;5,63;15,26
2019-01-03;321,9337606;2,74;17,51
2019-01-04;348,2579467;1,14;14,08
2019-01-05;315,8224037;2,84;13,1
2019-01-06;293,3365441;5,1;11,34
2019-01-07;364,8409823;4,63;11,12
2019-01-08;369,8565764;3,93;10,74
2019-01-09;366,1072332;5,07;15,89
2019-01-10;371,9249432;3,91;15,11
2019-01-11;375,4956505;2,66;11,38
2019-01-12;317,8163121;3,53;13,52
2019-01-13;290,8057665;5,64;12,8
2019-01-14;334,7284526;7,62;16,17
2019-01-15;342,7497681;5,97;12,78
2019-01-16;346,2690124;5,65;9,92
2019-01-17;341,8449415;7,2;11,63
2019-01-18;336,385652;6,64;11,39
2019-01-19;304,8512775;4,79;8,42
2019-01-20;295,3655161;4,39;7,33
2019-01-21;375,8773996;4,81;10,51
2019-01-22;380,3596563;4,24;12,84
2019-01-23;393,2254914;1,71;10,71
2019-01-24;385,6367187;3,72;15,79
2019-01-25;367,62746;3,51;16,73
2019-01-26;317,3864977;4,11;14,1
2019-01-27;296,6616333;5,85;13,82
2019-01-28;354,5845916;6,37;17,9
2019-01-29;363,8732038;4,71;10,28
2019-01-30;371,7235945;4,2;12,85
2019-01-31;359,688558;4,86;12,75
2019-02-01;339,6469575;8,24;17,8
2019-02-02;281,3756777;8,94;17,05
2019-02-03;263,0400465;7,35;13,91
2019-02-04;325,0695445;6,47;13,69
2019-02-05;322,8228362;6,19;15,86
2019-02-06;319,1192441;6,35;14,37
2019-02-07;331,1577713;6,24;9,01
2019-02-08;319,2528511;6,84;9,03
2019-02-09;262,6898971;7,36;9,27
2019-02-10;238,5738106;8,84;14,81
2019-02-11;298,8867395;8,34;21,47
2019-02-12;299,7765849;6,58;15,41
2019-02-13;305,285578;5,82;15,23
2019-02-14;302,7346228;7,08;12,12
2019-02-15;295,222905;7,71;11,54
2019-02-16;249,5859746;7,61;9,74
2019-02-17;228,9484207;7,73;7,74
2019-02-18;292,6636204;7,87;7,5
2019-02-19;302,7321969;7,83;7,67
2019-02-20;307,5279166;7,78;7,18
2019-02-21;297,1018693;8,2;8,16
2019-02-22;270,1051824;9,1;11,44
2019-02-23;249,7651094;5,75;24,26
2019-02-24;243,2774098;5,71;19,96
2019-02-25;298,2025696;7,26;14,78
2019-02-26;276,0863432;9,22;11,5
2019-02-27;258,4324874;10,56;12,22
2019-02-28;254,7837863;10,26;10,72
2019-03-01;247,5384808;10,14;13,2
2019-03-02;207,6542903;10,08;12,34
2019-03-03;198,1163549;10,37;10,14
2019-03-04;255,0818654;10,55;16,21
2019-03-05;253,4671619;10,72;12,73
2019-03-06;255,6205033;10,65;11,41
2019-03-07;246,4698075;12,78;17,61
2019-03-08;240,2546119;12,02;11,94
2019-03-09;186,0730456;11,59;12,45
2019-03-10;177,2947224;11,78;16,12
2019-03-11;237,3721059;10,56;18,85
2019-03-12;258,1345475;7,81;20,36
2019-03-13;275,6692723;6,61;13,02
2019-03-14;268,4894761;8,6;18,01
2019-03-15;241,5199067;10,87;15,67
2019-03-16;188,4989942;12,77;14,07
2019-03-17;185,19784;11,53;12,77
2019-03-18;247,1360901;10,31;14,87
2019-03-19;266,265237;8,81;12,55
2019-03-20;260,0505806;9,13;17,32
2019-03-21;245,4959875;10,54;16,76
2019-03-22;227,3526019;11,91;12,67
2019-03-23;172,7480562;12,74;10,21
2019-03-24;158,1967186;13,17;9,14
2019-03-25;202,3703156;12,19;12,9
2019-03-26;228,2127861;9,66;19,13
2019-03-27;236,6835268;9,44;15,95
2019-03-28;225,9164949;10,08;16,84
2019-03-29;216,3722005;11,25;13,76
2019-03-30;173,5902344;11,5;10,37
2019-03-31;162,4167716;12,07;8,9
2019-04-01;210,4834642;12,94;9,44
2019-04-02;213,0190547;13,02;9,53
2019-04-03;223,2503396;11,94;12,86
2019-04-04;230,2140029;10,84;18,82
2019-04-05;227,1408673;10,15;12,29
2019-04-06;181,1960709;11,02;9,42
2019-04-07;182,7047468;10,76;9,85
2019-04-08;222,7142937;11,15;12,37
2019-04-09;217,5874438;12,22;11,67
2019-04-10;213,1720175;11,56;10,9
2019-04-11;228,138271;11,03;11,84
2019-04-12;220,7986315;10,64;10,6
2019-04-13;187,1515578;10,15;11,08
2019-04-14;187,9957333;9,84;13,02
2019-04-15;210,4168671;11,52;13,04
2019-04-16;208,8317759;12,35;9,33
2019-04-17;195,507821;13,27;9,09
2019-04-18;178,8246759;14,12;11,4
2019-04-19;159,6494864;14,72;11,51
2019-04-20;120,975439;15,03;12,24
2019-04-21;103,7528845;15,2;14,37
2019-04-22;115,6536728;15,27;19,13
2019-04-23;170,9445319;14,99;17,2
2019-04-24;162,4896368;14,04;14,44
2019-04-25;130,8907308;16,25;11,86
2019-04-26;145,4881626;15,23;12,88
2019-04-27;118,9172646;13,91;13,44
2019-04-28;127,0922411;12,25;14,82
2019-04-29;179,0466734;11,38;14,26
2019-04-30;166,2942824;12,44;11,63
2019-05-01;123,4853292;13,41;9,27
2019-05-02;164,7178167;14;10,45
2019-05-03;168,8596032;13,54;11,79
